selection_rank	paper_id	doi	year	journal	title	species	tissue	figure_count	panel_count	tools_observed	skill_tags	digest_path
352	S0358	10.1016/j.cels.2025.101394	2025	Cell Syst	TissueMosaic: Self-supervised learning of tissue representations enables differential spatial transcriptomics across samples.			0	0			paper_digests/papers/S0358.md
353	S0359	10.1016/j.csbj.2023.11.055	2024	Comput Struct Biotechnol J	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.			15	47	GraphST:10;SpaGCN:8;Squidpy:6;Seurat:1;Scanpy:1;BayesSpace:1;Giotto:1	spatial_domain:25;cell_type_mapping:2;quality_control_preprocessing:1;spatial_cell_type_interpretation:1;spatial_programs:1	paper_digests/papers/S0359.md
354	S0360	10.1016/j.csbj.2024.09.005	2024	Comput Struct Biotechnol J	AFSC: A self-supervised augmentation-free spatial clustering method based on contrastive learning for identifying spatial domains.			7	11	Seurat:1;Scanpy:1;GraphST:1;SpaGCN:1;BayesSpace:1;Giotto:1	publication_plotting:8;spatial_domain:2	paper_digests/papers/S0360.md
355	S0361	10.1016/j.csbj.2024.11.041	2024	Comput Struct Biotechnol J	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.			11	11	SpaGCN:4;Scanpy:1;GraphST:1;BayesSpace:1;Giotto:1;Harmony:1	spatial_domain:9;publication_plotting:6;developmental_trajectory:4;spatial_programs:2;quality_control_preprocessing:1	paper_digests/papers/S0361.md
356	S0362	10.1016/j.imbio.2024.152805	2024	Immunobiology	The heterogeneity of tumour-associated macrophages contributes to the clinical outcomes and indications for immune checkpoint blockade in colorectal cancer patients.	human	cancer	0	0			paper_digests/papers/S0362.md
357	S0363	10.1016/j.neucom.2025.130362	2025	Neurocomputing	stMHCG: High-confidence multi-view clustering for identification of spatial domains from spatially resolved transcriptomics			0	0			paper_digests/papers/S0363.md
358	S0364	10.1016/j.patter.2023.100915	2024	Patterns (N Y)	Spaco: A comprehensive tool for coloring spatial data at single-cell resolution.			6	32	Scanpy:8;AnnData:2;Seurat:1;SpaGCN:1;BayesSpace:1;Squidpy:1;Giotto:1;Harmony:1	spatial_domain:14;cell_type_mapping:1;spatial_programs:1;publication_plotting:1;spatial_cell_type_interpretation:1	paper_digests/papers/S0364.md
359	S0365	10.1016/j.xgen.2024.100565	2024	Cell Genom	Complete spatially resolved gene expression is not necessary for identifying spatial domains.			3	11	GraphST:2;SpaGCN:2;Scanpy:1;BayesSpace:1	quality_control_preprocessing:6;spatial_domain:5;publication_plotting:2	paper_digests/papers/S0365.md
360	S0366	10.1038/s41420-023-01569-w	2023	Cell Death Discov	The spatiotemporal dynamics of spatially variable genes in developing mouse brain revealed by a novel computational scheme.	mouse	brain	5	6	SpaGCN:1;BayesSpace:1	spatial_domain:5;quality_control_preprocessing:3;developmental_trajectory:2;spatial_programs:1	paper_digests/papers/S0366.md
361	S0367	10.1038/s41467-022-31739-w	2022	Nat Commun	Identifying multicellular spatiotemporal organization of cells with SpaceFlow.			5	5	Seurat:3;Monocle:3;CellChat:3;Slingshot:2;Scanpy:1;SpaGCN:1;BayesSpace:1;Squidpy:1;Giotto:1	spatial_domain:5;developmental_trajectory:4;quality_control_preprocessing:4;publication_plotting:3;spatial_programs:3;cell_cell_interaction:2;spatial_communication:2;cell_type_mapping:1;spatial_cell_type_interpretation:1	paper_digests/papers/S0367.md
362	S0368	10.1038/s41467-023-37168-7	2023	Nat Commun	A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics.			4	4	SPIDER:2;Scanpy:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;Tangram:1;Giotto:1	cell_type_mapping:2;cell_cell_interaction:1;spatial_communication:1	paper_digests/papers/S0368.md
363	S0369	10.1038/s41467-023-40155-7	2023	Nat Commun	Three-dimensional molecular architecture of mouse organogenesis.	mouse		6	12	STcomm:4;CellChat:3;Seurat:1;RCTD/spacexr:1;Monocle:1;pySCENIC:1;Giotto:1	publication_plotting:10;spatial_domain:10;spatial_cell_type_interpretation:4;cell_type_mapping:4;cell_cell_interaction:3;spatial_communication:3;3d_reconstruction:2;spatial_programs:2;spatial_grn_regulon:2;developmental_trajectory:1;quality_control_preprocessing:1	paper_digests/papers/S0369.md
364	S0370	10.1038/s41467-023-42343-x	2023	Nat Commun	NeST: nested hierarchical structure identification in spatial transcriptomic data.			7	7	CellChat:2;Scanpy:1;AnnData:1;SpaGCN:1;BayesSpace:1;Squidpy:1;Giotto:1	quality_control_preprocessing:7;spatial_domain:7;spatial_cell_type_interpretation:3;publication_plotting:3;spatial_programs:3;cell_cell_interaction:2;cell_type_mapping:2;spatial_communication:2;3d_reconstruction:1	paper_digests/papers/S0370.md
365	S0371	10.1038/s41467-023-43220-3	2023	Nat Commun	SPACEL: deep learning-based characterization of spatial transcriptome architectures.			5	5	SpaGCN:2;BayesSpace:2;Seurat:1;Scanpy:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;Tangram:1	spatial_domain:4;3d_reconstruction:2;cell_type_mapping:2;spatial_programs:1;cell_cell_interaction:1;publication_plotting:1	paper_digests/papers/S0371.md
366	S0372	10.1038/s41467-023-44017-0	2023	Nat Commun	GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations.			9	9	GraphST:5;Scanpy:1;AnnData:1;cell2location:1;Tangram:1;BayesSpace:1;Giotto:1	spatial_domain:6;quality_control_preprocessing:2;spatial_programs:2;publication_plotting:2	paper_digests/papers/S0372.md
367	S0373	10.1038/s41467-023-44560-w	2024	Nat Commun	BIDCell: Biologically-informed self-supervised learning for segmentation of subcellular spatial transcriptomics data.			5	5	AnnData:1;OpenCV:1	quality_control_preprocessing:4;spatial_domain:4;cell_type_mapping:4;publication_plotting:3	paper_digests/papers/S0373.md
368	S0374	10.1038/s41467-024-44835-w	2024	Nat Commun	PROST: quantitative identification of spatially variable genes and domain detection in spatial transcriptomics.			4	6	Seurat:2;Scanpy:2;SpaGCN:2;BayesSpace:2;Squidpy:1;Giotto:1;Harmony:1	spatial_domain:6;publication_plotting:3;quality_control_preprocessing:2;spatial_programs:2	paper_digests/papers/S0374.md
369	S0375	10.1038/s41467-024-47152-4	2024	Nat Commun	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.			6	9	Scanpy:4;SpaGCN:2;BayesSpace:2;AnnData:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;Tangram:1;Squidpy:1	spatial_domain:6;publication_plotting:3;spatial_programs:2;3d_reconstruction:2;quality_control_preprocessing:2;cell_type_mapping:2;spatial_cell_type_interpretation:2	paper_digests/papers/S0375.md
370	S0376	10.1038/s41467-024-50608-2	2024	Nat Commun	Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign.	human;mouse	brain	5	5	Harmony:2;Seurat:1;Scanpy:1;GSEA:1;BayesSpace:1	3d_reconstruction:5;spatial_domain:5;publication_plotting:4;spatial_cell_type_interpretation:2;spatial_programs:1	paper_digests/papers/S0376.md
371	S0377	10.1038/s41467-024-54821-x	2024	Nat Commun	Detecting global and local hierarchical structures in cell-cell communication using CrossChat.			6	9	CellChat:2;Seurat:1;Scanpy:1;CellPhoneDB:1;NicheNet:1;COMMOT:1;Giotto:1	cell_cell_interaction:8;spatial_communication:8;spatial_domain:6;spatial_programs:4;publication_plotting:2;quality_control_preprocessing:1	paper_digests/papers/S0377.md
372	S0378	10.1038/s41467-024-55204-y	2025	Nat Commun	Cooperative integration of spatially resolved multi-omics data with COSMOS.			4	4	Scanpy:1;GSEA:1;SpaGCN:1	quality_control_preprocessing:3;spatial_domain:3;developmental_trajectory:2;publication_plotting:2;spatial_programs:1	paper_digests/papers/S0378.md
373	S0379	10.1038/s41467-025-59782-3	2025	Nat Commun	STP: single-cell partition for subcellular spatially-resolved transcriptomics.			4	4	Scanpy:1;SPOTlight:1;Tangram:1;dynamo:1;Harmony:1	quality_control_preprocessing:3;cell_type_mapping:3;publication_plotting:3;spatial_domain:2;3d_reconstruction:1	paper_digests/papers/S0379.md
374	S0380	10.1038/s41467-025-60575-x	2025	Nat Commun	stClinic dissects clinically relevant niches by integrating spatial multi-slice multi-omics data in dynamic graphs.			7	7	Seurat:4;GraphST:2;SpaGCN:2;Scanpy:1;AnnData:1;Squidpy:1;Harmony:1	spatial_domain:7;publication_plotting:5;cell_type_mapping:4;spatial_cell_type_interpretation:3;spatial_programs:2;3d_reconstruction:1;quality_control_preprocessing:1	paper_digests/papers/S0380.md
375	S0381	10.1038/s41467-025-61476-9	2025	Nat Commun	Prioritizing perturbation-responsive gene patterns using interpretable deep learning.			6	6	Harmony:2;GSEA:2;Seurat:1;Scanpy:1;Squidpy:1	publication_plotting:3;3d_reconstruction:2;quality_control_preprocessing:2;spatial_programs:2;spatial_cell_type_interpretation:2;spatial_domain:2;cell_type_mapping:2;developmental_trajectory:1	paper_digests/papers/S0381.md
376	S0382	10.1038/s41467-025-62593-1	2025	Nat Commun	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.			6	6	Seurat:1;Scanpy:1;AnnData:1;RCTD/spacexr:1;cell2location:1;Tangram:1;COMMOT:1;BayesSpace:1;Squidpy:1;Harmony:1	spatial_programs:5;spatial_domain:5;publication_plotting:4;cell_type_mapping:2;quality_control_preprocessing:1;spatial_grn_regulon:1	paper_digests/papers/S0382.md
377	S0383	10.1038/s41467-025-62988-0	2025	Nat Commun	Finding spatially variable ligand-receptor interactions with functional support from downstream genes.			6	9	SPIDER:9;CellChat:2;COMMOT:2;SAW:1;Seurat:1;Scanpy:1;SPOTlight:1;GSEA:1;Squidpy:1;Giotto:1	cell_cell_interaction:8;spatial_communication:8;spatial_domain:8;spatial_cell_type_interpretation:7;spatial_programs:6;publication_plotting:5;cell_type_mapping:3;developmental_trajectory:2	paper_digests/papers/S0383.md
378	S0384	10.1038/s41556-025-01787-7	2025	Nat Cell Biol	TemporalVAE: atlas-assisted temporal mapping of time-series single-cell transcriptomes during embryogenesis.		embryo	0	0			paper_digests/papers/S0384.md
379	S0385	10.1038/s41586-023-06548-w	2023	Nature	Single-cell, whole-embryo phenotyping of mammalian developmental disorders.		embryo	18	18	Tangram:4;Monocle:2;scVelo:2;GSEA:2;Seurat:1;Scanpy:1;AnnData:1;Harmony:1	developmental_trajectory:15;publication_plotting:14;spatial_domain:8;cell_type_mapping:7;3d_reconstruction:6;quality_control_preprocessing:3;spatial_programs:2;cell_cell_interaction:1	paper_digests/papers/S0385.md
380	S0386	10.1038/s41586-024-07305-3	2024	Nature	Emx2 underlies the development and evolution of marsupial gliding membranes.			14	56	Seurat:1;Scanpy:1;GSEA:1	spatial_domain:5;spatial_programs:5;spatial_cell_type_interpretation:3;cell_cell_interaction:1;spatial_communication:1;quality_control_preprocessing:1;publication_plotting:1	paper_digests/papers/S0386.md
381	S0387	10.1038/s41587-023-02086-y	2024	Nat Biotechnol	Decoder-seq enhances mRNA capture efficiency in spatial RNA sequencing.			0	0			paper_digests/papers/S0387.md
382	S0388	10.1038/s41587-025-02688-8	2026	Nat Biotechnol	Topological velocity inference from spatial transcriptomic data.			0	0			paper_digests/papers/S0388.md
383	S0389	10.1038/s41592-023-01939-3	2023	Nat Methods	SCS: cell segmentation for high-resolution spatial transcriptomics.			0	0			paper_digests/papers/S0389.md
384	S0390	10.1038/s41592-024-02284-9	2024	Nat Methods	Accurate and efficient integrative reference-informed spatial domain detection for spatial transcriptomics.			0	0			paper_digests/papers/S0390.md
385	S0391	10.1038/s41592-024-02325-3	2024	Nat Methods	Systematic comparison of sequencing-based spatial transcriptomic methods.			4	4	SAW:1;Seurat:1;CellChat:1;CellPhoneDB:1	spatial_domain:3;publication_plotting:2;quality_control_preprocessing:2;cell_type_mapping:1	paper_digests/papers/S0391.md
386	S0392	10.1038/s41592-024-02380-w	2024	Nat Methods	Inferring pattern-driving intercellular flows from single-cell and spatial transcriptomics.			6	7	COMMOT:2;AnnData:1;CellChat:1;CellPhoneDB:1;pySCENIC:1;Squidpy:1;Giotto:1	spatial_programs:4;cell_cell_interaction:3;quality_control_preprocessing:3;spatial_communication:3;cell_type_mapping:2;spatial_cell_type_interpretation:1;spatial_domain:1;publication_plotting:1	paper_digests/papers/S0392.md
387	S0393	10.1038/s41592-024-02410-7	2024	Nat Methods	Search and match across spatial omics samples at single-cell resolution.			0	0			paper_digests/papers/S0393.md
388	S0394	10.1038/s41592-024-02415-2	2024	Nat Methods	FICTURE: scalable segmentation-free analysis of submicron-resolution spatial transcriptomics.			0	0			paper_digests/papers/S0394.md
389	S0395	10.1038/s41592-024-02463-8	2024	Nat Methods	Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP.			13	13	Squidpy:2;GSEA:2;GraphST:2;Seurat:1;Scanpy:1;AnnData:1;pySCENIC:1;SpaGCN:1;BayesSpace:1;Giotto:1	spatial_programs:7;spatial_domain:6;quality_control_preprocessing:5;publication_plotting:5;cell_type_mapping:1;developmental_trajectory:1	paper_digests/papers/S0395.md
390	S0396	10.1038/s41592-024-02503-3	2025	Nat Methods	Mapping the topography of spatial gene expression with interpretable deep learning.			0	0			paper_digests/papers/S0396.md
391	S0397	10.1038/s42003-024-06814-1	2024	Commun Biol	A graph self-supervised residual learning framework for domain identification and data integration of spatial transcriptomics.			5	5	Seurat:3;SpaGCN:3;BayesSpace:3;Harmony:2;Scanpy:1;Squidpy:1	spatial_domain:5;publication_plotting:3;cell_cell_interaction:1;cell_type_mapping:1;spatial_communication:1;spatial_programs:1	paper_digests/papers/S0397.md
392	S0398	10.1038/s42003-024-07037-0	2024	Commun Biol	Graph attention automatic encoder based on contrastive learning for domain recognition of spatial transcriptomics.			9	9	Seurat:1;GraphST:1;SpaGCN:1;Squidpy:1;Giotto:1	spatial_domain:9;spatial_programs:4;publication_plotting:2;cell_cell_interaction:1;spatial_communication:1	paper_digests/papers/S0398.md
393	S0399	10.1038/s42003-024-07165-7	2024	Commun Biol	Chrysalis: decoding tissue compartments in spatial transcriptomics with archetypal analysis.			4	4	cell2location:2;Scanpy:1;AnnData:1;GraphST:1;SpaGCN:1;BayesSpace:1;Squidpy:1	quality_control_preprocessing:3;publication_plotting:3;spatial_cell_type_interpretation:2;cell_type_mapping:2;spatial_domain:2	paper_digests/papers/S0399.md
394	S0400	10.1038/s42003-025-07965-5	2025	Commun Biol	Flexible integration of spatial and expression information for precise spot embedding via ZINB-based graph-enhanced autoencoder.			6	6	GraphST:3;SpaGCN:3;Scanpy:2;Seurat:1;Squidpy:1	spatial_domain:6;quality_control_preprocessing:1;cell_type_mapping:1;publication_plotting:1	paper_digests/papers/S0400.md
395	S0401	10.1038/s42003-025-08015-w	2025	Commun Biol	Spatially informed graph transformers for spatially resolved transcriptomics.			5	5	GraphST:3;SpaGCN:3;Scanpy:1;BayesSpace:1;Giotto:1	spatial_domain:5;spatial_programs:3;quality_control_preprocessing:1;publication_plotting:1	paper_digests/papers/S0401.md
396	S0402	10.1038/s42003-025-08502-0	2025	Commun Biol	Melanocytes and photosensory organs share a common ancestry that illuminates the origins of the neural crest.			7	8	pySCENIC:2;Seurat:1;Scanpy:1;AnnData:1;Squidpy:1;Harmony:1	cell_type_mapping:5;publication_plotting:5;spatial_domain:5;spatial_programs:4;spatial_cell_type_interpretation:3;spatial_grn_regulon:3;quality_control_preprocessing:2;cell_cell_interaction:2;spatial_communication:2;developmental_trajectory:1	paper_digests/papers/S0402.md
397	S0403	10.1038/s42003-025-08810-5	2025	Commun Biol	SpaCross deciphers spatial structures and corrects batch effects in multi-slice spatially resolved transcriptomics.			7	7	GraphST:3;Scanpy:1;SpaGCN:1;Harmony:1	spatial_domain:7;publication_plotting:5;3d_reconstruction:4;spatial_programs:3;developmental_trajectory:2;quality_control_preprocessing:2	paper_digests/papers/S0403.md
398	S0404	10.1038/s42256-023-00734-1	2023	Nature Machine Intelligence	Construction of a 3D whole organism spatial atlas by joint modelling of multiple slices with deep neural networks			0	0			paper_digests/papers/S0404.md
399	S0405	10.1038/s44321-024-00074-6	2024	EMBO Mol Med	An immunohistochemical atlas of necroptotic pathway expression.			11	19	Stereopy:1;Seurat:1;Scanpy:1;AnnData:1;Squidpy:1	publication_plotting:9;spatial_programs:4;spatial_domain:4	paper_digests/papers/S0405.md
400	S0406	10.1093/bib/bbac475	2023	Brief Bioinform	Benchmarking cell-type clustering methods for spatially resolved transcriptomics data.			7	7	SpaGCN:2;Giotto:2;Seurat:1;BayesSpace:1	spatial_domain:5;cell_type_mapping:2;publication_plotting:2	paper_digests/papers/S0406.md
401	S0407	10.1093/bib/bbad013	2023	Brief Bioinform	DIST: spatial transcriptomics enhancement using deep learning.			0	0			paper_digests/papers/S0407.md
402	S0408	10.1093/bib/bbad262	2023	Brief Bioinform	Spatial-MGCN: a novel multi-view graph convolutional network for identifying spatial domains with attention mechanism.			0	0			paper_digests/papers/S0408.md
403	S0409	10.1093/bib/bbad278	2023	Brief Bioinform	Identifying spatial domains of spatially resolved transcriptomics via multi-view graph convolutional networks.			0	0			paper_digests/papers/S0409.md
404	S0410	10.1093/bib/bbad490	2023	Brief Bioinform	SGCAST: symmetric graph convolutional auto-encoder for scalable and accurate study of spatial transcriptomics.			5	5	SpaGCN:5;BayesSpace:3;SAW:1;Scanpy:1;GSEA:1	spatial_domain:5;spatial_programs:2;developmental_trajectory:1;publication_plotting:1	paper_digests/papers/S0410.md
405	S0411	10.1093/bib/bbad500	2023	Brief Bioinform	stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics.			5	5	GraphST:5;SpaGCN:2;Seurat:1;Scanpy:1;CellChat:1;GSEA:1;BayesSpace:1;Squidpy:1;Giotto:1	spatial_domain:5;publication_plotting:4;developmental_trajectory:2;spatial_cell_type_interpretation:2;quality_control_preprocessing:1;cell_cell_interaction:1;spatial_communication:1;spatial_programs:1	paper_digests/papers/S0411.md
406	S0412	10.1093/bib/bbae052	2024	Brief Bioinform	Innovative super-resolution in spatial transcriptomics: a transformer model exploiting histology images and spatial gene expression.			5	5	BayesSpace:3;SAW:1;Seurat:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;SpaGCN:1;Giotto:1	spatial_domain:4;3d_reconstruction:1;cell_type_mapping:1	paper_digests/papers/S0412.md
407	S0413	10.1093/bib/bbae130	2024	Brief Bioinform	SpatialcoGCN: deconvolution and spatial information-aware simulation of spatial transcriptomics data via deep graph co-embedding.			12	12	Seurat:1;Scanpy:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;Tangram:1	cell_type_mapping:9;spatial_domain:6;publication_plotting:6;quality_control_preprocessing:2	paper_digests/papers/S0413.md
408	S0414	10.1093/bib/bbae173	2024	Brief Bioinform	Attention-guided variational graph autoencoders reveal heterogeneity in spatial transcriptomics.			7	7	Scanpy:1;cell2location:1;SpaGCN:1;BayesSpace:1;Giotto:1	spatial_domain:7;publication_plotting:5;spatial_programs:3;cell_type_mapping:1	paper_digests/papers/S0414.md
409	S0415	10.1093/bib/bbae255	2024	Brief Bioinform	A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.			5	20	GraphST:2;Seurat:1;Scanpy:1;GSEA:1;SpaGCN:1;BayesSpace:1;Squidpy:1;Giotto:1	spatial_domain:14;developmental_trajectory:4;publication_plotting:4;3d_reconstruction:1;spatial_programs:1;cell_cell_interaction:1;spatial_cell_type_interpretation:1;spatial_communication:1	paper_digests/papers/S0415.md
410	S0416	10.1093/bib/bbae257	2024	Brief Bioinform	Multi-modal domain adaptation for revealing spatial functional landscape from spatially resolved transcriptomics.			5	10	Scanpy:1;GSVA:1;GraphST:1;SpaGCN:1;BayesSpace:1	spatial_domain:8;3d_reconstruction:4;publication_plotting:2;spatial_programs:1	paper_digests/papers/S0416.md
411	S0417	10.1093/bib/bbae259	2024	Brief Bioinform	SpaNCMG: improving spatial domains identification of spatial transcriptomics using neighborhood-complementary mixed-view graph convolutional network.			5	21	Scanpy:4;Seurat:1;SpaGCN:1;BayesSpace:1;Giotto:1	spatial_domain:11;publication_plotting:2;3d_reconstruction:1;quality_control_preprocessing:1	paper_digests/papers/S0417.md
412	S0418	10.1093/bib/bbae329	2024	Brief Bioinform	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.			8	25	GraphST:9;SpaGCN:3;Scanpy:1	spatial_domain:23;publication_plotting:3;spatial_programs:2;cell_type_mapping:1	paper_digests/papers/S0418.md
413	S0419	10.1093/bib/bbae608	2024	Brief Bioinform	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.		tumor	5	44	GraphST:8;SpaGCN:5;Seurat:2;BayesSpace:2;Scanpy:1;Giotto:1	spatial_domain:24;3d_reconstruction:5;publication_plotting:4;spatial_programs:4;developmental_trajectory:2;quality_control_preprocessing:1	paper_digests/papers/S0419.md
414	S0420	10.1093/bib/bbaf086	2025	Brief Bioinform	MAEST: accurately spatial domain detection in spatial transcriptomics with graph masked autoencoder.			7	26	GraphST:7;BayesSpace:2;Seurat:1;Scanpy:1;SpaGCN:1;Giotto:1	spatial_domain:19;3d_reconstruction:1;developmental_trajectory:1;publication_plotting:1	paper_digests/papers/S0420.md
415	S0421	10.1093/bib/bbaf316	2025	Brief Bioinform	TriCLFF: a multi-modal feature fusion framework using contrastive learning for spatial domain identification.			5	30	GraphST:4;Scanpy:3;SpaGCN:3;BayesSpace:3;Squidpy:1;Giotto:1	spatial_domain:23;spatial_programs:6;publication_plotting:3;3d_reconstruction:1;developmental_trajectory:1;cell_cell_interaction:1;spatial_communication:1	paper_digests/papers/S0421.md
416	S0422	10.1093/bioinformatics/btad642	2023	Bioinformatics	stVAE deconvolves cell-type composition in large-scale cellular resolution spatial transcriptomics.			4	10	RCTD/spacexr:1;SPOTlight:1;cell2location:1	cell_type_mapping:8;spatial_domain:1	paper_digests/papers/S0422.md
417	S0423	10.1093/bioinformatics/btae219	2024	Bioinformatics	A count-based model for delineating cell-cell interactions in spatial transcriptomics data.			0	0			paper_digests/papers/S0423.md
418	S0424	10.1093/bioinformatics/btae242	2024	Bioinformatics	GraphCompass: spatial metrics for differential analyses of cell organization across conditions.			4	20	AnnData:2;Squidpy:2;BayesSpace:1;Giotto:1	cell_type_mapping:8;publication_plotting:3;quality_control_preprocessing:3;spatial_cell_type_interpretation:2;spatial_domain:1;spatial_programs:1	paper_digests/papers/S0424.md
419	S0425	10.1093/bioinformatics/btae245	2024	Bioinformatics	Deciphering high-order structures in spatial transcriptomes with graph-guided Tucker decomposition.			5	11	Tangram:1	spatial_domain:4;quality_control_preprocessing:1;developmental_trajectory:1	paper_digests/papers/S0425.md
420	S0426	10.1093/bioinformatics/btae466	2024	Bioinformatics	Single-cell and spatial multiomic inference of gene regulatory networks using SCRIPro.			6	27	pySCENIC:4;Scanpy:1;NicheNet:1;BayesSpace:1;Squidpy:1;Giotto:1	spatial_grn_regulon:11;spatial_domain:10;cell_type_mapping:8;publication_plotting:7;developmental_trajectory:4;spatial_programs:2;cell_cell_interaction:2;spatial_communication:2;quality_control_preprocessing:1;3d_reconstruction:1	paper_digests/papers/S0426.md
421	S0427	10.1093/bioinformatics/btae607	2024	Bioinformatics	A multi-modality and multi-granularity collaborative learning framework for identifying spatial domains and spatially variable genes.			4	30	GraphST:1;SpaGCN:1	spatial_programs:4;spatial_domain:4;publication_plotting:1	paper_digests/papers/S0427.md
422	S0428	10.1093/bioinformatics/btae663	2024	Bioinformatics	A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.			6	26	GraphST:5;SpaGCN:5;Seurat:1;BayesSpace:1;Giotto:1	spatial_domain:19;spatial_programs:7;developmental_trajectory:2;publication_plotting:2	paper_digests/papers/S0428.md
423	S0429	10.1093/gigascience/giad097	2024	Gigascience	EAGS: efficient and adaptive Gaussian smoothing applied to high-resolved spatial transcriptomics.			5	18	Tangram:2;Scanpy:1	cell_type_mapping:7;publication_plotting:7	paper_digests/papers/S0429.md
424	S0430	10.1093/gigascience/giae003	2024	Gigascience	Deciphering spatial domains from spatially resolved transcriptomics with Siamese graph autoencoder.			4	17	GraphST:9;SpaGCN:8;Scanpy:1	spatial_domain:5;3d_reconstruction:2;spatial_programs:1;publication_plotting:1	paper_digests/papers/S0430.md
425	S0431	10.1093/gigascience/giae103	2025	Gigascience	Unveiling patterns in spatial transcriptomics data: a novel approach utilizing graph attention autoencoder and multiscale deep subspace clustering network.			7	24	Scanpy:9;GraphST:9;AnnData:1;SPOTlight:1;BayesSpace:1	spatial_domain:19;publication_plotting:5;spatial_programs:3;quality_control_preprocessing:1	paper_digests/papers/S0431.md
426	S0432	10.1093/nar/gkac901	2022	Nucleic Acids Res	DeepST: identifying spatial domains in spatial transcriptomics by deep learning.			5	5	Seurat:2;SpaGCN:2;BayesSpace:2;Harmony:2;Stereopy:1;Scanpy:1;Squidpy:1	spatial_domain:5;publication_plotting:3;spatial_programs:2;3d_reconstruction:1;cell_type_mapping:1	paper_digests/papers/S0432.md
427	S0433	10.1093/nar/gkad801	2023	Nucleic Acids Res	STAMarker: determining spatial domain-specific variable genes with saliency maps in deep learning.			6	6	Scanpy:1;SPOTlight:1;cell2location:1;SpaGCN:1;BayesSpace:1	spatial_domain:5;publication_plotting:3;spatial_programs:3;cell_type_mapping:1;spatial_cell_type_interpretation:1	paper_digests/papers/S0433.md
428	S0434	10.1093/nar/gkae480	2024	Nucleic Acids Res	CAbiNet: joint clustering and visualization of cells and genes for single-cell transcriptomics.			6	20	Seurat:1;Scanpy:1	spatial_domain:14;quality_control_preprocessing:7;publication_plotting:4;cell_type_mapping:4;developmental_trajectory:2;3d_reconstruction:1	paper_digests/papers/S0434.md
429	S0435	10.1093/nar/gkaf536	2025	Nucleic Acids Res	A comprehensive review of spatial transcriptomics data alignment and integration.			6	6	SPOTlight:1;GraphST:1;SpaGCN:1;BayesSpace:1;Giotto:1	3d_reconstruction:3;developmental_trajectory:1;spatial_domain:1;spatial_programs:1	paper_digests/papers/S0435.md
430	S0436	10.1093/nsr/nwaf030	2025	Natl Sci Rev	DSCT: a novel deep-learning framework for rapid and accurate spatial transcriptomic cell typing.			6	31	Seurat:1;Scanpy:1;RCTD/spacexr:1;cell2location:1;Tangram:1	cell_type_mapping:15;spatial_domain:11;publication_plotting:4;spatial_cell_type_interpretation:3	paper_digests/papers/S0436.md
431	S0437	10.1101/gr.280532.125	2025	Genome Res	Polyomino reconstructs spatial transcriptomic profiles with single-cell resolution via a region-allocation method.			5	5	Tangram:3;RCTD/spacexr:1;cell2location:1;SpaGCN:1	spatial_domain:5;cell_type_mapping:4;3d_reconstruction:3;publication_plotting:3;cell_cell_interaction:2;spatial_communication:2;quality_control_preprocessing:1;spatial_programs:1	paper_digests/papers/S0437.md
432	S0438	10.1101/gr.280584.125	2025	Genome Res	Efficient integration of spatial omics data for joint domain detection, matching, and alignment with stMSA.			6	6	Harmony:2;Scanpy:1;AnnData:1;CellChat:1;Squidpy:1	spatial_domain:6;3d_reconstruction:4;developmental_trajectory:3;publication_plotting:3;cell_type_mapping:1	paper_digests/papers/S0438.md
433	S0439	10.1109/access.2024.3479153	2024	IEEE Access	stBERT: A Pretrained Model for Spatial Domain Identification of Spatial Transcriptomics			0	0			paper_digests/papers/S0439.md
434	S0440	10.1109/tnnls.2025.3614341	2026	IEEE Trans Neural Netw Learn Syst	HKANLP: Link Prediction With Hyperspherical Embeddings and Kolmogorov-Arnold Networks.			0	0			paper_digests/papers/S0440.md
435	S0441	10.1126/sciadv.abq0990	2022	Sci Adv	Accurate inference of genome-wide spatial expression with iSpatial.			6	10	Seurat:2;RCTD/spacexr:1;cell2location:1;Tangram:1;Harmony:1	spatial_domain:4;publication_plotting:3;cell_cell_interaction:1;cell_type_mapping:1;spatial_cell_type_interpretation:1;spatial_programs:1	paper_digests/papers/S0441.md
